airport,country_code,latitude,longitude
zgr,ca,52.04560,-95.46580
ycr,ca,54.61060,-97.76080
yrs,ca,54.16720,-93.55720
yop,ca,58.49140,-119.40800
yby,ca,54.30420,-110.74400
zna,ca,49.18330,-123.95000
ygg,ca,48.85450,-123.49690
yjm,ca,54.39720,-124.26300
ydt,ca,49.07420,-123.01200
cynj,ca,49.10080,-122.63100
zel,ca,52.13970,-128.06400
yfj,ca,64.19080,-114.07700
mm52,mx,25.65220,-108.53800
mmsl,mx,22.94770,-109.93700
rni,ni,12.16290,-83.06380
bza,ni,13.95000,-84.60000
rfs,ni,13.88970,-84.40890
siu,ni,13.72722,-84.77778
wsp,ni,14.73920,-83.96940
mnsc,ni,11.13340,-84.77000
pld,cr,9.87051,-85.48140
coz,do,18.90750,-70.72190
neg,jm,18.34280,-78.33210
rvr,pr,18.24530,-65.64340
arr,ar,-45.01360,-70.81220
jsm,ar,-44.04860,-70.45890
uyu,bo,-20.44630,-66.84840
abf,ki,1.79861,173.04100
smaf,sr,4.99851,-54.99203
smdu,sr,2.52350,-56.32470
abn,sr,5.51272,-54.05010
drj,sr,4.11667,-54.66667
smka,sr,4.40600,-57.22300
smke,sr,3.10000,-56.48300
smsm,sr,2.33333,-56.78333
smmo,sr,5.60760,-54.40030
ick,sr,5.95556,-57.03940
oem,sr,3.34528,-55.44250
smsi,sr,1.96605,-56.00350
smz,sr,4.35000,-54.41667
tot,sr,5.86583,-56.32750
agi,sr,5.76667,-56.63333
csc,cr,10.41400,-85.09170
orj,gy,4.72527,-60.03500
nai,gy,3.95944,-59.12420
syap,gy,4.01388,-58.60500
imb,gy,5.70811,-60.29420
kar,gy,5.86534,-60.61420
usi,gy,8.20000,-59.78330
mha,gy,5.27749,-59.15110
pjc,py,-22.64000,-55.83000
acd,co,8.51667,-77.30000
rve,co,6.95187,-71.85718
uebb,ru,67.64800,134.69501
vgz,co,0.97877,-76.60560
ebg,co,7.59647,-74.80890
caq,co,7.96847,-75.19850
cog,co,5.08333,-76.70000
tlu,co,9.50945,-75.58540
cfb,br,-22.92170,-42.07430
ops,br,-11.88500,-55.58611
grp,br,-11.73960,-49.13220
cmp,br,-9.31997,-50.32850
bvs,br,-1.63653,-50.44360
sfk,br,-0.69943,-48.52100
pin,br,-2.67302,-56.77720
bra,br,-12.07890,-45.00900
stz,br,-10.46472,-50.51861
mqh,br,-13.54910,-48.19530
aux,br,-7.22787,-48.24050
nvp,br,-5.11803,-60.36490
lvr,br,-13.31444,-56.11278
frc,br,-20.59220,-47.38290
dou,br,-22.20190,-54.92660
lbr,br,-7.27897,-64.76950
roo,br,-16.58600,-54.72480
gpb,br,-25.38750,-51.52020
jcb,br,-27.17140,-51.55330
rvd,br,-17.83472,-50.95611
aax,br,-19.56320,-46.96040
mbz,br,-3.37217,-57.72480
rbb,br,-4.40634,-59.60240
ciz,br,-4.13406,-63.13260
baz,br,-0.98129,-62.91960
dmt,br,-14.37690,-56.40040
gnm,br,-14.20820,-42.74610
qdj,dz,34.66570,3.35100
nza,ao,-7.71694,21.35820
lbz,ao,-8.44573,20.73209
amc,td,11.03400,20.27400
gsq,eg,22.58570,28.71660
mrb,us,39.40190,-77.98460
awa,et,7.06700,38.50000
jij,et,9.33250,42.91210
mks,et,10.72540,38.74150
dbm,et,10.35000,37.71700
dbt,et,11.96700,38.00000
qhr,et,8.71630,39.00590
gob,et,7.11606,40.04630
myb,ga,-3.45842,10.67408
mre,ke,-1.40611,35.00806
hkmk,ke,0.22957,38.17141
rbx,sd,6.82500,29.66900
hsye,sd,4.13028,30.72807
cpa,lr,4.37902,-7.69695
lsge,ch,46.75500,7.07611
fqia,mz,-25.99714,32.92935
max,sn,15.59360,-13.32280
bdi,sc,-3.72472,55.20530
whf,sd,21.80270,31.52158
hukd,ug,3.71760,33.74870
hukt,ug,3.28170,32.88820
paf,ug,2.20000,31.55000
hty,tr,36.36278,36.28222
eeku,ee,58.14830,24.00250
eeru,ee,57.78390,23.26610
rvv,pf,-23.88520,-147.66200
ild,es,41.72818,0.53502
lfec,fr,48.46320,-5.06358
biu,is,65.64130,-23.54620
gjr,is,65.99530,-21.32690
sak,is,65.73170,-19.57280
bisf,is,63.92920,-21.03780
iia,ie,53.09300,-9.56806
tdk,kz,42.88958,73.60200
ulg,mn,48.99330,89.92250
utdt,tj,37.86640,68.86470
vgd,ru,59.28250,39.94440
uhmw,ru,61.92167,159.23000
uero,ru,68.51500,112.48000
uers,ru,71.92790,114.08000
ldg,ru,64.89600,45.72300
uiun,ru,55.80080,109.59500
uniw,ru,60.35970,102.32400
uera,ru,65.95920,111.54650
ussk,ru,56.70170,60.79000
unib,ru,61.67670,96.35500
unbi,ru,52.48000,85.34000
hsk,es,42.07610,-0.31667
cqm,es,38.85639,-3.97000
njf,iq,31.98985,44.40432
csa,gb,56.05750,-6.24306
rkh,us,34.98780,-81.05720
agc,us,40.35440,-79.93020
kvqq,us,30.21870,-81.87670
fty,us,33.77910,-84.52140
tso,gb,49.94560,-6.33139
tii,af,32.60420,65.86580
zaj,af,30.97222,61.86583
ccn,af,34.53300,65.26700
fug,cn,32.88216,115.73436
lcx,cn,25.67470,116.74700
acx,cn,25.08639,104.95944
hzh,cn,26.32217,109.14990
ub13,az,39.90140,46.78700
osu,us,40.07980,-83.07300
ads,us,32.96860,-96.83640
dts,us,30.40010,-86.47150
khe,ua,46.67580,32.50640
szs,nz,-46.89970,168.10100
fsas,sc,-9.74222,46.50680
hjj,cn,27.44111,109.70000
yqi,ca,43.82690,-66.08810
iso,us,35.33140,-77.60880
ffa,us,36.01820,-75.67130
swmk,br,0.62827,-66.11510
cks,br,-6.11528,-50.00139
sncw,br,-2.37300,-44.39640
mwk,id,3.34812,106.25800
edfw,de,49.81778,9.89750
lpav,pt,40.65674,-8.74154
etnp,de,52.33870,7.54133
pgu,ir,27.37960,52.73770
yes,ir,30.70050,51.54510
osb,iq,36.30580,43.14740
tjh,jp,35.51280,134.78700
axj,jp,32.48250,130.15900
kkx,jp,28.32130,129.92799
agj,jp,26.59250,127.24100
zmdn,mn,47.70930,96.52580
uga,mn,48.85500,103.47600
ulo,mn,50.06659,91.93827
bpr,ph,11.67430,125.47900
lbx,ph,13.85540,120.10500
tju,tj,37.98810,69.80500
taz,tm,41.76110,59.82670
bwb,au,-20.86440,115.40600
drb,au,-17.37000,123.66100
wge,au,-30.03280,148.12601
brt,au,-11.76920,130.62000
dki,au,-17.94170,146.14000
lzr,au,-14.67327,145.45457
hlt,au,-37.64890,142.06500
hcq,au,-18.23390,127.67000
fiz,au,-18.18190,125.55900
rvt,au,-33.79720,120.20800
ywks,aq,-66.69083,111.52361
pvu,us,40.21920,-111.72300
sbs,us,40.51630,-106.86600
dta,us,39.38060,-112.50800
rif,us,38.73640,-112.09900
puc,us,39.61390,-110.75100
lam,us,35.87980,-106.26900
hii,us,34.57110,-114.35800
inw,us,35.02190,-110.72300
dgl,us,31.34260,-109.50600
mzk,ki,2.05861,173.27100
aea,ki,0.49083,173.82899
aak,ki,0.18528,173.63699
kuc,ki,0.21861,173.44200
ais,ki,-2.61611,176.80299
tmn,ki,-2.48583,175.97000
bez,ki,-1.35472,176.00700
nig,ki,-1.31444,176.41000
bbg,ki,3.08583,172.81100
mtk,ki,3.37444,172.99200
mnk,ki,1.00361,173.03101
non,ki,-0.63972,174.42799
tsu,ki,-1.47444,175.06400
wtz,nz,-36.83170,175.67900
ktf,nz,-40.81330,172.77499
aft,sb,-9.19139,160.94861
rna,sb,-9.86054,161.97955
chy,sb,-6.71194,156.39611
nnb,sb,-10.84799,162.45411
xya,sb,-9.09282,159.21841
bow,us,27.94340,-81.78340
uubd,ru,54.64470,39.57040
fti,as,-14.21720,-169.42500
lvk,us,37.69340,-121.82000
rmy,us,37.51090,-120.04000
agm,gl,65.61230,-37.61834
trm,us,33.62670,-116.16000
smo,us,34.01580,-118.45100
udd,us,33.74840,-116.27500
zsy,us,33.62290,-111.91100
olm,us,46.96940,-122.90300
dwa,us,38.57910,-121.85700
ril,us,39.52630,-107.72700
saa,us,41.44490,-106.82400
pdk,us,33.87560,-84.30200
bmg,us,39.14600,-86.61670
sua,us,27.18170,-80.22110
mmu,us,40.79940,-74.41490
apc,us,38.21320,-122.28100
sdm,us,32.57230,-116.98000
lspv,ch,47.20470,8.86750
vnc,us,27.07160,-82.44030
phk,us,26.78500,-80.69340
ecp,us,30.35711,-85.79541
sbd,us,34.09540,-117.23500
val,br,-13.29650,-38.99240
cau,br,-8.28239,-36.01350
qnv,br,-22.74530,-43.46030
sql,us,37.51190,-122.25000
lszj,ch,47.18360,7.09083
osz,pl,54.04250,16.26560
fbco,bw,-19.13111,23.10250
rwi,us,35.85630,-77.89190
pawr,us,60.77720,-148.72200
sxq,us,60.47570,-151.03400
see,us,32.82620,-116.97200
knuc,us,33.02270,-118.58800
pha,vn,11.63350,108.95200
sqh,vn,21.21700,104.03300
tkf,us,39.32000,-120.14000
frj,fr,43.41750,6.73570
gex,au,-38.22500,144.33299
ulae,ru,65.87833,44.21500
ulah,ru,64.44170,40.42170
ryy,us,34.01320,-84.59860
loxt,at,48.31670,16.11670
4u9,us,44.73570,-112.72000
lvm,us,45.69940,-110.44800
6s0,us,45.80640,-109.98100
biv,us,42.74290,-86.10740
eglw,gb,51.46972,-0.17944
lipv,it,45.42830,12.38810
eecl,ee,59.44862,24.75323
hen,fi,60.14778,24.92444
edri,de,49.14167,8.39472
ut25,us,37.01670,-110.20100
ehhv,nl,52.19190,5.14694
ehtx,nl,53.11530,4.83361
lecd,es,42.38640,1.86667
lal,us,27.98890,-82.01860
uuos,ru,51.32922,37.76885
syh,np,27.81120,86.71240
idl,us,33.48570,-90.67890
unkm,ru,56.17700,92.54000
rbk,us,33.57420,-117.12800
fnu,it,39.89531,8.64266
eglm,gb,51.50080,-0.77444
myq,in,12.30720,76.64970
pcw,us,41.51630,-82.86870
mgy,us,39.58900,-84.22490
rid,us,39.75720,-84.84280
fdy,us,41.01350,-83.66870
czba,ca,43.44145,-79.85010
pea,au,-35.75585,137.96288
ebe,de,51.21167,4.58083
emp,de,38.33210,-96.19120
esx,de,59.34510,17.74050
egtb,gb,51.61170,-0.80833
bbp,gb,50.67810,-1.10944
ccw3,ca,45.05190,-64.65170
spf,us,44.48030,-103.78300
ebkw,be,51.32222,3.29306
yred,au,-27.20670,153.06799
qyd,pl,54.57970,18.51720
epmb,pl,54.02690,19.13420
eplk,pl,51.55170,19.17910
epmi,pl,53.39510,16.08280
epks,pl,52.33170,16.96640
olv,us,34.97870,-89.78690
scvm,cl,-32.94960,-71.47860
cnc3,ca,43.76030,-79.87500
onq,tr,41.50640,32.08860
bjc,us,39.90880,-105.11700
sle,us,44.90950,-123.00300
utm,us,34.68100,-90.34670
ua30,kg,40.04290,70.83784
zkb,zm,-8.52500,30.66300
lnd,de,42.81520,-108.73000
ehho,nl,52.73080,6.51611
ehte,nl,52.24470,6.04667
ehmz,nl,51.51220,3.73111
ehal,nl,53.45170,5.67722
lfpz,fr,48.81140,2.07472
mwc,us,43.11040,-88.03440
jvl,us,42.62030,-89.04160
fxmn,ls,-29.54610,28.27100
gky,us,32.66390,-97.09430
lzu,us,33.97810,-83.96240
bwg,us,36.96450,-86.41970
rvs,us,36.03960,-95.98460
nhd,ae,25.02680,55.36620
kgo,ua,48.54280,32.28500
edaw,de,51.57778,12.49444
dbb,eg,30.92450,28.46140
bce,us,37.70640,-112.14500
kbuy,us,36.04850,-79.47490
ckl,ru,55.87830,38.06170
tcz,cn,24.93806,98.48583
uks,ua,44.68900,33.57100
ehdp,nl,51.51730,5.85572
oazi,af,31.86380,64.22460
jci,us,38.83090,-94.89030
esn,us,38.80420,-76.06900
hmr,no,60.81810,11.06800
enri,no,61.54544,10.06159
myv,us,39.09780,-121.57000
ypid,au,-38.52330,145.32700
duc,us,34.47090,-97.95990
uva,us,29.21130,-99.74360
lot,us,41.60730,-88.09620
ccr,us,37.98970,-122.05700
oca,us,25.32540,-80.27480
lfgc,fr,48.55440,7.77806
edrn,de,49.97028,7.47917
yus,cn,32.83639,97.03639
yoo,ca,43.92280,-78.89500
edlm,de,51.64720,7.16333
esnf,se,61.89800,15.70530
lha,de,48.36930,7.82772
vymy,mm,22.23300,95.11700
kuni,us,39.21100,-82.23140
sgh,us,39.84030,-83.84020
msi,mv,-20.69640,-48.28640
gmfu,ma,34.00810,-4.96556
hex,do,18.46970,-69.96940
cda,au,-12.90330,132.53200
jab,au,-12.65830,132.89301
ednr,de,49.14194,12.08194
hgs,sl,8.39713,-13.12910
top,us,39.06870,-95.62250
2xs8,us,29.22940,-99.82390
k2i3,us,37.61002,-86.50726
kmqy,us,36.00900,-86.52010
kuos,us,35.20510,-85.89810
ngq,cn,32.10000,80.05306
cso,de,51.85640,11.42030
tki,us,33.17790,-96.59050
pwk,us,42.11422,-87.90149
kls,us,46.11800,-122.89800
lkbe,cz,49.74080,14.64470
gabg,ml,11.45000,-7.51700
zta,pf,-20.78970,-138.57001
nzir,aq,-77.85400,166.46899
hkke,ke,-1.58300,35.25000
pue,pa,8.66700,-77.41800
khc,ua,45.37250,36.40140
uka,ke,-4.29333,39.57110
iln,us,39.42790,-83.79210
avw,us,32.40960,-111.21800
cgz,us,32.95490,-111.76700
1az0,us,33.11190,-112.26900
bxk,us,33.42040,-112.68600
e63,us,32.95810,-112.67800
mmi,us,35.39730,-84.56260
stk,us,40.61530,-103.26500
rwl,us,41.80560,-107.20000
yzy,ca,55.30440,-123.13200
cdw,us,40.87520,-74.28140
aiz,us,38.09600,-92.54950
tvi,us,30.90160,-83.88130
hsh,us,35.97280,-115.13400
gml,ua,50.60350,30.19190
tma,us,31.42900,-83.48850
edml,de,48.51167,12.03333
edhf,de,53.99445,9.57861
qxr,pl,51.38920,21.21330
dvt,us,33.68830,-112.08300
cybw,ca,51.10310,-114.37400
yge,ca,51.29920,-116.98200
yrv,ca,50.96670,-118.18300
kfrg,us,40.72880,-73.41340
edbt,de,51.38055,11.44667
scic,cl,-34.96667,-71.21639
edvp,de,52.40250,10.22889
hdo,us,29.35950,-99.17670
zhy,cn,37.57312,105.15445
mcl,us,63.73260,-148.91100
lhd,us,61.18000,-149.97200
ppc,us,66.81410,-150.64400
khw,bw,-19.15000,23.78300
edcy,de,51.57556,14.13694
txg,tw,24.18630,120.65400
hlg,us,40.17500,-80.64630
fzg,us,31.68370,-83.27050
xye,mm,15.30000,97.86700
scfx,cl,-26.29390,-80.09620
oesb,sa,22.51450,53.96410
dwc,ae,24.89636,55.16139
rkp,us,28.08680,-97.04460
mvv,fr,45.82080,6.65222
mfx,fr,45.40700,6.57794
edxq,de,53.12833,9.34861
edkn,de,51.12417,7.37361
edwo,de,52.28639,7.96972
edcb,de,51.74583,11.22972
edhm,de,53.91500,10.03556
edwq,de,53.03611,8.50556
edxi,de,52.70972,9.16250
edwc,de,52.48750,8.18556
edlb,de,51.78000,7.28806
edco,de,51.26778,10.63472
edvh,de,52.76111,9.60556
edhb,de,54.24445,11.02472
ektd,dk,54.92970,8.84057
edvc,de,52.68722,10.11139
edvu,de,52.98389,10.46500
edlh,de,51.68972,7.81611
edoj,de,52.14111,12.66472
edvy,de,52.22083,8.85917
edko,de,51.40250,8.64167
edvw,de,51.96667,9.29167
edxn,de,53.76722,8.64361
edck,de,51.72111,11.95278
edxm,de,53.97806,9.14472
edvs,de,52.15445,10.42667
edwk,de,53.33278,9.02833
edwh,de,53.06889,8.31361
edvr,de,52.17528,9.05333
edlt,de,51.94444,7.77389
psh,de,54.30889,8.68694
edhc,de,53.01611,11.14444
edcl,de,52.70944,12.07333
edbg,de,52.24167,11.85611
ckf,us,31.98880,-83.77390
omn,us,29.30060,-81.11360
edra,de,50.55778,7.13639
edrf,de,49.47306,8.19639
ttd,us,45.54940,-122.40100
hio,us,45.54040,-122.95000
nk39,us,40.71260,-73.99960
edkl,de,51.01528,7.00556
edrv,de,50.45139,6.78333
kht,af,33.33340,69.95200
vynt,mm,23.08300,97.38300
kbdn,us,44.09480,-121.20100
k62s,us,43.23650,-120.66600
kbno,us,43.59190,-118.95500
ks39,us,44.28700,-120.90400
krbl,us,40.15070,-122.25200
kdvo,us,38.14360,-122.55600
klkv,us,42.16110,-120.39900
ktmk,us,45.41820,-123.81400
kono,us,44.02050,-117.01400
kdls,us,45.61850,-121.16700
gai,us,39.16830,-77.16600
az3,af,33.12575,68.83852
yta,ca,45.86440,-77.25170
ysd,ca,50.26670,-111.18300
bnu,br,-26.83060,-49.09030
cvx,us,45.30480,-85.27480
ekms,fo,62.10210,-7.64592
ycc,ca,45.09280,-74.56330
ehse,nl,51.55470,4.55250
lsts,ch,46.49740,7.41257
iza,br,-21.51306,-43.17306
xfl,us,29.46740,-81.20630
mvl,us,44.53460,-72.61400
rbd,us,32.68090,-96.86820
lily,it,45.81470,9.06972
wst,us,41.34960,-71.80340
bid,us,41.16810,-71.57780
nme,us,60.47100,-164.70100
ook,us,60.54140,-165.08701
oby,gl,70.48823,-21.97168
vin,ua,49.24253,28.61378
bge,us,30.97150,-84.63740
ctt5,ca,50.25970,-60.67940
zkg,ca,50.19580,-61.26580
ybi,ca,53.46940,-55.78500
spz,us,39.40300,-119.25100
whp,us,34.25930,-118.41300
mae,us,36.98860,-120.11200
yzz,ca,49.05560,-117.60900
cap5,ca,48.65389,-123.45045
yab,ca,73.00589,-85.03255
bcv,bz,61.41650,-149.50700
sogs,gf,4.28583,-54.37306
mpy,gf,3.65750,-54.03720
ldx,gf,5.48306,-54.03440
kji,cn,48.22230,86.99590
cpb,co,8.63333,-77.35000
hmb,eg,26.34278,31.74278
rvy,uy,-30.97460,-55.47620
poj,br,-18.67280,-46.49120
jtc,br,-22.16686,-49.05029
oia,br,-6.76310,-51.04990
rdc,br,-8.03329,-49.97990
sxx,br,-6.64130,-51.95230
byo,br,-21.24730,-56.45250
sxo,br,-11.63240,-50.68960
cfc,br,-26.78840,-50.93980
caf,br,-4.87152,-66.89750
swuy,br,-4.88422,-65.35540
ern,br,-6.63953,-69.87980
cci,br,-27.18060,-52.05270
fbe,br,-26.05920,-53.06350
cfo,br,-10.63440,-51.56360
aaf,us,29.72750,-85.02750
umu,br,-23.79870,-53.31380
dti,br,-18.23200,-43.65040
fba,br,-2.53261,-66.08320
olc,br,-3.46793,-68.92041
huw,br,-7.53212,-63.07210
irz,br,-0.37860,-64.99230
orx,br,-1.71408,-55.83620
una,br,-15.35520,-38.99900
tef,au,-21.71500,122.22900
gzp,tr,36.29922,32.30060
dqh,us,31.47670,-82.86050
frp,us,27.49510,-80.36830
tan,us,41.87440,-71.01660
pym,us,41.90900,-70.72880
oqu,us,41.59710,-71.41210
owd,us,42.19050,-71.17290
baf,us,42.15780,-72.71560
ijd,us,41.74400,-72.18030
mgj,us,41.51000,-74.26460
cxy,us,40.21710,-76.85150
ghg,us,42.09830,-70.67220
dxr,us,41.37150,-73.48220
ash,us,42.78170,-71.51480
lwm,us,42.71720,-71.12340
oxc,us,41.47860,-73.13520
fit,us,42.55410,-71.75900
20ga,us,33.75650,-84.88470
vpc,us,34.12310,-84.84870
pyp,us,34.08998,-85.61007
rmg,us,34.35060,-85.15800
gad,us,33.97260,-86.08900
dkx,us,35.96390,-83.87390
wdr,us,33.98290,-83.66740
jyl,us,32.64530,-81.59710
dnn,us,34.72290,-84.87020
ctj,us,33.63100,-85.15200
lgc,us,33.00890,-85.07260
mlj,us,33.15420,-83.24070
pim,us,32.84070,-84.88240
ffc,us,33.35730,-84.57180
gvl,us,34.27260,-83.83020
phd,us,40.47090,-81.41970
udg,us,34.44940,-79.89010
hhh,us,32.22440,-80.69750
dnl,us,33.46650,-82.03940
mrn,us,35.82020,-81.61140
pbx,us,37.56180,-82.56640
ga04,us,33.36570,-84.16520
toc,us,34.59380,-83.29580
egha,gb,50.96720,-2.15361
plv,ua,49.56860,34.39720
hsaw,sd,8.76700,27.40000
wuu,sd,7.72583,27.97500
hue,et,14.25000,36.58300
oyl,ke,3.46972,39.10140
gmaz,ma,30.32030,-5.86667
wye,sl,8.61047,-11.04540
gbk,sl,7.76700,-12.38300
uott,ru,65.79720,87.93530
unip,ru,61.58970,89.99400
afw,us,32.98760,-97.31880
57c,us,42.79720,-88.37260
unll,ru,58.32530,82.93250
okas,kw,29.34670,47.52080
rmk,au,-34.19640,140.67400
lgh,au,-30.59830,138.42599
ywbr,au,-26.12830,126.58300
ycun,au,-31.62220,117.21700
rts,au,-32.00670,115.54000
yfrt,au,-30.83810,128.11501
yblt,au,-37.51170,143.79100
kew,ca,52.99110,-92.83640
ysp,ca,48.75530,-86.34440
yhf,ca,49.71420,-83.68610
yhn,ca,49.19310,-84.75890
ykx,ca,48.21030,-79.98140
ymg,ca,49.08390,-85.86060
yxz,ca,47.96670,-84.78670
yem,ca,45.84280,-81.85810
ckd9,ca,51.13000,-91.66560
cny3,ca,44.44920,-80.15830
yfd,ca,43.13140,-80.34250
lwc,us,39.01120,-95.21660
egt,us,37.32360,-97.38830
pmp,us,26.24710,-80.11110
xmc,au,-37.59830,149.72000
eet,us,33.17700,-86.78280
yue,au,-22.25420,131.78200
18az,us,33.81810,-111.89800
lop,id,-8.75732,116.27667
cav3,ca,51.64250,-121.30700
zml,ca,51.73610,-121.33300
egeg,gb,55.86139,-4.29694
yyrm,au,-38.56670,146.75500
hdg,cn,36.52583,114.42556
ump,us,39.93520,-86.04500
loz,us,37.08220,-84.08490
fbg,us,35.13180,-78.93670
wmi,pl,52.45110,20.65180
jxa,cn,45.29300,131.19300
rkpd,kr,33.39960,126.71200
ygm,ca,50.62810,-97.04330
cjt2,ca,51.73220,-96.93440
unit,ru,64.33351,100.43289
eyk,ru,63.68690,66.69860
rac,us,42.76060,-87.81520
rzp,ph,10.81874,119.50770
edaj,de,50.88167,12.13583
xlln,ru,60.19830,30.33500
ehtl,nl,52.05720,5.92444
rei,us,34.08530,-117.14600
rir,us,33.98970,-117.41100
tiw,us,47.26790,-122.57800
edlo,de,51.93222,8.66167
jka,us,30.29050,-87.67180
seii,ec,-0.94263,-90.95300
lsxb,ch,47.06810,9.48111
logg,at,47.14653,16.31684
hmj,ua,49.35970,26.93340
hiw,jp,34.36690,132.41400
yyta,au,-31.47060,131.82500
hzl,us,40.98680,-75.99490
cbe,us,39.61540,-78.76090
7fa1,us,24.64880,-81.57980
ywym,au,-15.51140,128.15300
ybo,ca,56.96670,-130.25000
klf,ru,54.55000,36.36667
lnr,us,43.21170,-90.18160
kpbh,us,45.70900,-90.40250
keft,us,42.61490,-89.59040
jot,us,41.51780,-88.17550
vys,us,41.35190,-89.15310
jxn,us,42.25980,-84.45940
edal,de,52.39060,14.09720
edav,de,52.82722,13.69361
kvvs,us,39.95920,-79.65710
khmz,us,40.08530,-78.51220
bbx,us,40.13750,-75.26510
obe,us,27.26280,-80.84980
sef,us,27.45640,-81.34240
avo,us,27.59120,-81.52780
gif,us,28.06290,-81.75330
zph,us,28.22820,-82.15590
ocf,us,29.17260,-82.22420
jes,us,31.55400,-81.88250
52a,us,33.61210,-83.46040
cco,us,33.31160,-84.76980
hqu,us,33.52970,-82.51650
aik,us,33.64940,-81.68500
cdn,us,34.28360,-80.56490
lbt,us,34.60990,-79.05940
sop,us,35.23740,-79.39120
rcz,us,34.89130,-79.75960
dll,us,43.52270,-89.77020
svh,us,35.76530,-80.95390
buu,us,42.69070,-88.30460
lhv,us,41.13560,-77.42230
kpjc,us,40.80160,-80.16070
lpr,us,41.34430,-82.17760
bkl,us,41.51750,-81.68330
dkk,us,42.49330,-79.27200
vay,us,39.94290,-74.84570
ldj,us,40.61740,-74.24460
anq,us,41.63970,-85.08350
kasw,us,41.27470,-85.84010
vnw,us,40.86470,-84.60940
krmy,us,42.25120,-84.95550
gvq,us,43.03170,-78.16760
clw,us,27.97670,-82.75870
fa08,gb,28.16700,-81.80810
cgx,us,41.85880,-87.60790
jzp,us,34.45340,-84.45740
edcs,de,52.30833,13.10056
cre,us,33.81170,-78.72390
igq,us,41.53490,-87.52950
rnm,us,33.03920,-116.91500
lfgo,fr,48.28917,3.24791
lfgp,fr,47.98019,3.77558
lfew,fr,47.23940,4.26583
lspo,ch,47.34440,7.88944
bxo,ch,46.97444,8.39694
lspm,ch,46.51250,8.68978
lsml,ch,46.29590,8.99213
lkro,cz,50.41060,14.22610
lkul,cz,50.69970,13.96970
losm,at,47.13250,13.69690
lokn,at,46.58110,13.62920
edtk,de,48.98430,8.33550
edgz,de,49.56750,8.61056
lfpe,fr,48.92780,2.83528
lffh,fr,49.06720,3.35694
oeb,us,41.93340,-85.05260
wbw,us,41.29720,-75.85120
lnn,us,41.68400,-81.38970
rcgm,tw,25.05660,121.24426
umd,gl,70.68043,-52.11163
rlk,cn,40.92600,107.74280
fft,us,38.18250,-84.90470
lew,us,44.04850,-70.28350
epir,pl,52.82940,18.33060
eppr,pl,54.24800,18.67160
ky72,us,43.97500,-90.48350
mrk,us,25.99500,-81.67250
drm,us,46.00930,-83.74390
gdw,us,43.97060,-84.47500
lwa,us,42.35120,-86.25570
mfi,us,44.63690,-90.18930
isw,us,44.36030,-89.83900
cwi,us,41.83110,-90.32910
bvy,us,42.58420,-70.91650
vi73,in,27.20830,73.71140
uumo,ru,55.51170,37.50720
yrq,ca,46.35280,-72.67940
pof,us,36.77390,-90.32490
ksmq,us,40.62600,-74.67020
epm,us,44.91010,-67.01270
eok,us,40.45990,-91.42850
psl,gb,56.43920,-3.37222
egck,gb,53.10182,-4.33761
edlf,de,51.33389,6.35944
stp,us,44.93450,-93.06000
soo,se,61.26150,17.09910
einc,ie,53.07110,-6.04528
vna,la,15.70944,106.41070
edai,de,52.82667,12.54194
lefm,es,40.88861,-4.23750
rjoe,jp,34.53330,136.67200
uhpk,ru,56.23860,162.68800
0wi8,us,43.13890,-88.47230
uhpo,ru,56.09000,159.87666
dks,ru,73.51781,80.37967
ybee,au,-30.18670,139.55800
byt,ie,51.66860,-9.48417
faan,za,-30.68000,26.73000
faco,za,-29.90640,22.31670
ady,za,-22.67900,29.05550
fabr,za,-25.71687,30.97518
khao,us,39.36380,-84.52200
hkbu,ke,0.57621,34.55345
hkbr,ke,-1.10000,39.95000
hkba,ke,0.45709,34.13028
hkem,ke,-0.57327,37.49726
hkgt,ke,0.53300,38.51700
gas,ke,-0.46351,39.64830
hoa,ke,-1.52200,40.00400
hkhb,ke,-0.60000,34.46700
hkis,ke,0.33817,37.59169
key,ke,-0.41700,35.25000
ilu,ke,-2.91061,38.06520
atj,mg,-19.83922,47.06371
ova,mg,-24.23569,45.30453
uuyx,ru,65.43729,52.20034
rgk,ru,51.96670,85.83330
fld,us,43.77120,-88.48840
pcz,us,44.33330,-89.01980
ste,us,44.54520,-89.53030
uhmi,ru,68.86830,-179.37300
uema,ru,66.45086,143.26155
ery,us,46.31120,-85.45730
pef,de,54.15778,13.77444
epgo,pl,52.18444,21.28111
wi1a,id,-7.72039,108.49000
gqq,us,40.75340,-82.72380
tpn,ec,-0.77611,-75.52640
ptz,ec,-1.50524,-78.06270
ckv,us,36.62190,-87.41500
lpc,us,34.66560,-120.46800
cth,us,39.97900,-75.86550
bst,af,31.55970,64.36500
llk,az,38.74640,48.81800
gbb,az,40.82667,47.71250
ztu,az,41.56222,46.66722
lkp,us,44.26450,-73.96190
uemm,ru,62.10348,129.54529
dee,ru,-36.24215,149.13015
aoh,us,40.70690,-84.02670
dso,kp,39.74520,127.47400
ssi,us,31.15180,-81.39130
bfp,us,40.77250,-80.39140
gge,us,33.31170,-79.31960
hdi,us,35.22010,-84.83240
rnt,us,47.49310,-122.21600
poc,us,34.09160,-117.78200
cty,us,29.63550,-83.10480
ceu,us,34.67190,-82.88650
bec,us,37.69450,-97.21500
